"Id","Sales"
150,6737.55
151,7373.53
152,5906.45
153,7217.77
154,5781.58
155,5224.62
156,5525.38
157,5199.52
158,4678.98
159,6197.18
160,5800.65
161,4509.50
162,5347.22
163,7254.02
164,6337.17
165,6698.24
166,5673.73
167,6342.26
168,4726.26
169,4871.21
170,5518.19
171,4900.19
172,5964.22
173,5139.10
174,6267.30
175,5488.58
176,5986.55
177,4843.71
178,6197.80
179,4889.70
180,6134.92
181,7313.72
182,5816.88
183,6753.67
184,7053.57
185,7078.59
186,4874.08
187,6743.17
188,6202.35
189,5993.52
190,5306.88
191,6148.84
192,5659.92
193,4816.83
194,5017.50
195,5497.62
196,5884.19
197,6068.47
198,6340.57
199,7143.31
200,7137.59
201,6888.13
202,6857.45
203,6707.38
204,7386.66
205,6164.47
206,5841.07
207,5347.89
208,5126.13
209,5015.77
210,6588.23
211,4663.46
212,5917.35
213,6978.43
214,5851.90
215,6036.96
216,6337.71
217,6346.36
218,5867.52
219,6185.18
220,5234.79
221,4528.62
222,5677.70
223,5616.50
224,6102.76
225,6631.70
226,6737.92
227,5979.54
228,5683.07
229,5554.57
230,6193.63
231,5853.77
232,6498.08
233,4135.01
234,6312.13
235,6662.81
236,5760.67
237,5777.58
238,6291.33
239,5921.11
240,5173.31
241,5011.21
242,5800.29
243,4449.13
244,6182.04
245,6164.06
246,5964.28
247,4755.73
248,5271.82
249,4724.55
250,7168.91
251,7339.93
252,4623.15
253,5596.42
254,6469.92
255,6226.34
256,5403.10
257,5673.55
258,4723.04
259,5191.89
260,5980.09
261,3622.16
262,5436.13
263,5539.66
264,4926.52
265,4759.99
266,6070.94
267,6291.19
268,6620.08
269,8077.29
270,5794.76
271,6530.99
272,5996.92
273,6198.98
274,7173.27
275,7257.65
276,5633.40
277,5593.30
278,5949.50
279,5800.44
280,5918.12
281,6398.54
282,5738.27
283,6607.94
284,6943.40
285,5721.34
286,6611.07
287,4612.52
288,5234.75
289,4995.74
290,5348.32
291,6438.23
292,4460.53
293,7334.00
294,6869.22
295,7278.69
296,7539.61
297,7407.05
298,5815.82
299,6365.96
300,6669.71
301,5543.04
302,5957.94
303,6501.29
304,7678.30
305,6870.77
306,6082.07
307,6637.92
308,4590.02
309,5800.51
310,6177.18
311,6624.93
312,4896.29
313,6846.66
314,5941.30
315,5289.98
316,5238.99
317,6272.76
318,6399.15
319,7016.13
320,5653.90
321,7048.42
322,5471.42
323,6194.22
324,6495.84
325,6206.79
326,5661.49
327,5111.75
328,5358.83
329,5996.59
330,5650.84
331,5474.32
332,4446.09
333,6317.01
334,5322.91
335,6500.48
336,7472.15
337,5847.26
338,5648.02
339,6395.14
340,5184.10
341,6686.47
342,6071.48
343,5564.36
344,6888.71
345,6885.45
346,5466.25
347,5717.38
348,6493.69
349,5785.31
350,6409.20
351,4313.84
352,5768.45
353,5463.31
354,6064.60
355,6057.53
356,5118.14
357,6215.38
358,5381.05
359,8189.95
360,5626.76
361,6470.72
362,6581.96
363,6958.17
364,6242.22
365,5777.35
366,5547.13
367,4471.81
368,5958.88
369,5635.17
370,6751.76
371,6640.00
372,6365.07
373,5227.42
374,7342.14
375,6847.66
376,7020.47
377,5873.66
378,6823.99
379,6321.13
380,6352.93
381,6800.73
382,5693.87
383,6920.02
384,6681.03
385,6096.83
386,6514.24
387,5184.70
388,7398.43
389,5310.14
390,5440.02
391,5669.74
392,6246.32
393,5490.23
394,5758.63
395,5353.85
396,4591.71
397,7734.60
398,7190.00
399,7267.79
400,6027.83
401,6776.60
402,5639.21
403,6423.83
404,5001.22
405,5168.84
406,6222.72
407,5546.68
408,5741.11
409,6614.49
410,6542.75
411,6021.91
412,5568.87
413,7208.82
414,6541.13
415,6922.41
416,6454.94
417,5853.84
418,4836.14
419,6013.73
420,6979.07
421,6900.89
422,6264.51
423,6261.60
424,6149.10
425,7264.24
426,6420.29
427,6392.15
428,7431.73
429,4827.83
430,5893.86
431,6445.38
432,6348.65
433,5485.96
434,6775.11
435,6008.11
436,6620.04
437,5969.58
438,6320.17
439,5341.82
440,6574.65
441,6562.22
442,6284.47
443,5946.70
444,5810.56
445,6769.93
446,5935.88
447,5563.62
448,6303.63
449,6098.56
450,5672.29
451,6425.85
452,5755.45
453,4819.80
454,7570.32
455,6014.10
456,6763.66
457,5697.00
458,5944.11
459,5245.19
460,5419.14
461,5980.73
462,3949.77
463,5969.37
464,7194.30
465,6564.64
466,5428.98
467,6639.30
468,4494.91
469,5956.97
470,5867.11
471,6110.13
472,7247.07
473,6590.68
474,5524.74
475,5022.46
476,5578.30
477,5487.02
478,5378.97
479,4446.50
480,4639.13
481,5849.08
482,6224.24
483,6537.71
484,6646.40
485,5428.76
486,5513.81
487,7091.94
488,6185.18
489,6595.52
490,6223.43
491,6166.88
492,6378.18
493,6874.90
494,6550.16
495,5972.02
496,6835.92
497,5313.18
498,7308.68
499,6744.72
500,5583.12
501,6946.49
502,5679.41
503,6424.87
504,4387.53
505,5215.43
506,6950.58
507,6408.47
508,5889.29
509,5631.95
510,5215.05
511,6346.45
512,5514.21
513,6784.49
514,5551.69
515,7600.44
516,5447.10
517,5763.73
518,6546.72
519,6567.87
520,6888.93
521,5107.61
522,7014.09
523,7188.62
524,5736.02
525,5393.07
526,6146.06
527,5813.50
528,7473.79
529,4523.13
530,7118.65
531,4849.33
532,5867.65
533,5203.53
534,5643.48
535,5856.34
536,5416.87
537,6524.14
538,5834.47
539,4950.36
540,5527.25
541,6861.82
542,5330.27
543,6061.26
544,4955.24
545,6811.59
546,5599.83
547,5267.82
548,6073.78
549,5718.93
550,4827.03
551,6800.86
552,5059.09
553,6791.56
554,6685.34
555,4922.09
556,6203.44
557,4909.37
558,7036.84
559,5973.09
560,6432.91
561,5766.36
562,6987.04
563,5977.00
564,7083.95
565,6607.03
566,4987.70
567,4615.82
568,5361.18
569,6844.85
570,5400.27
571,5444.08
572,5779.17
573,6289.11
574,3900.52
575,5943.69
576,5278.27
577,4332.61
578,7352.64
579,5991.11
580,7244.21
581,6150.51
582,6013.92
583,5873.42
584,5110.79
585,6487.70
586,6044.92
587,5857.46
588,5879.01
589,5716.35
590,7328.17
591,6188.76
592,6934.18
593,6803.58
594,5512.20
595,7060.78
596,5389.66
597,6208.11
598,6500.27
599,4105.09
600,5625.66
601,5039.44
602,5401.32
603,5530.70
604,5562.53
605,6271.75
606,5273.12
607,5736.86
608,6624.45
609,5977.13
610,7130.73
611,5125.95
612,5794.94
613,7025.85
614,6219.22
615,6112.21
616,6321.75
617,5484.26
618,8032.32
619,5628.23
620,6763.88
621,6488.07
622,5348.59
623,6144.10
624,5626.54
625,5057.28
626,5505.38
627,6700.62
628,5018.80
629,5522.19
630,6551.87
631,6700.35
632,5588.12
633,5896.09
634,4206.11
635,6232.64
636,5564.73
637,5894.41
638,5890.42
639,5581.61
640,5757.90
641,7041.03
642,5776.94
643,5387.71
644,5549.47
645,6245.14
646,5922.70
647,6542.20
648,5467.17
649,8172.50
650,4939.23
651,5848.48
652,6397.84
653,6690.67
654,6078.93
655,7423.73
656,5628.11
657,6599.64
658,5038.19
659,6155.62
660,4822.01
661,6957.91
662,5431.17
663,5999.03
664,6050.99
665,5281.01
666,6293.87
667,6696.52
668,6568.89
669,5448.97
670,6104.97
671,6771.22
672,4856.47
673,5858.93
674,5492.14
675,6153.55
676,5917.47
677,4338.06
678,5667.89
679,5705.40
680,4732.98
681,5247.52
682,5385.10
683,6611.92
684,6438.20
685,5847.37
686,4447.07
687,6711.74
688,5951.10
689,5665.11
690,5872.14
691,5655.74
692,5806.51
693,5952.43
694,6625.86
695,5259.90
696,6055.68
697,5035.75
698,5527.18
699,6460.58
700,6643.26
701,5853.94
702,5582.51
703,5024.97
704,7572.46
705,6760.66
706,6499.20
707,6772.30
708,7049.98
709,5584.77
710,6505.06
711,6737.78
712,4394.99
713,5564.94
714,4661.95
715,5537.11
716,6484.79
717,6407.34
718,6798.36
719,5468.79
720,6651.07
721,6410.39
722,6597.63
723,5303.97
724,6940.92
725,5846.02
726,6647.84
727,6289.35
728,6214.22
729,6804.55
730,6205.48
731,4823.25
732,5910.24
733,6806.32
734,5663.51
735,4268.88
736,6015.47
737,5896.86
738,6897.34
739,7200.42
740,6604.77
741,5826.22
742,6464.72
743,6188.58
744,6519.41
745,6603.76
746,6036.60
747,5213.64
748,6262.04
749,6461.81
750,4638.65
751,6959.91
752,6104.82
753,5977.16
754,6187.20
755,6217.56
756,6845.58
757,4461.89
758,5761.07
759,6190.52
760,5625.44
761,6616.67
762,7495.71
763,7230.26
764,5068.92
765,6882.73
766,6140.12
767,5147.86
768,6017.00
769,5096.83
770,6662.22
771,7118.61
772,6313.97
773,7493.96
774,6114.23
775,5946.47
776,5864.15
777,5012.91
778,6462.53
779,6693.24
780,5445.74
781,5845.81
782,5198.51
783,5831.05
784,6791.87
785,6171.14
786,6141.29
787,6691.22
788,4506.99
789,4824.62
790,4541.24
791,7099.86
792,7318.90
793,6670.49
794,5135.61
795,6909.40
796,6742.40
797,5924.30
798,7416.47
799,5610.95
800,5443.34
801,7353.52
802,6408.40
803,6574.49
804,5954.26
805,5144.21
806,6973.02
807,6536.32
808,7235.68
809,5900.22
810,5187.87
811,6666.18
812,6194.12
813,7704.29
814,7276.76
815,5757.27
816,5378.30
817,8164.37
818,6336.03
819,5099.53
820,6594.46
821,6256.55
822,5400.41
823,6506.88
824,6161.02
825,5046.20
826,6508.52
827,6284.92
828,6691.47
829,5484.89
830,5867.80
831,7025.79
832,5991.76
833,5684.86
834,6633.50
835,6021.45
836,6505.14
837,5245.30
838,5581.44
839,6253.58
840,5599.92
841,5555.45
842,5544.23
843,5926.48
844,6044.21
845,6458.17
846,6092.99
847,5945.87
848,6273.72
849,5029.71
850,6528.91
851,6875.95
852,6533.40
853,6896.47
854,5506.93
855,6477.54
856,4911.69
857,6065.10
858,4304.41
859,7495.51
860,6578.82
861,7209.11
862,5644.03
863,6067.52
864,5409.63
865,6667.09
866,6929.51
867,5486.62
868,6297.68
869,6439.15
870,6668.14
871,6068.79
872,6775.18
873,7484.78
874,7273.57
875,5545.24
876,6208.13
877,5667.88
878,6119.95
879,5616.86
880,4807.22
881,7311.62
882,5032.65
883,7358.36
884,5386.83
885,5507.74
886,6362.32
887,6099.74
888,7363.08
889,6368.18
890,7577.15
891,6905.32
892,4998.55
893,6727.82
894,5626.62
895,6287.08
896,6529.96
897,5028.78
898,6023.69
899,7201.45
900,6051.12
901,6902.66
902,5785.14
903,4438.75
904,5901.05
905,6631.64
906,6675.38
907,5028.84
908,4508.74
909,4492.56
910,6511.97
911,5550.59
912,4404.03
913,6600.16
914,6274.66
915,6041.22
916,7349.73
917,6657.56
918,5188.18
919,6146.70
920,5574.54
921,6490.53
922,6539.57
923,7018.32
924,6224.27
925,6906.40
926,6696.45
927,5738.93
928,5337.32
929,6009.34
930,6219.88
931,6523.00
932,6070.89
933,6210.48
934,6736.72
935,6228.27
936,6242.09
937,5912.20
938,7043.44
939,3888.57
940,5848.99
941,6838.87
942,6568.41
943,6167.04
944,6052.27
945,6101.23
946,5543.23
947,7087.33
948,5954.06
949,6515.59
950,6079.95
951,5973.55
952,5868.26
953,6440.55
954,5387.80
955,5629.62
956,4778.10
957,6661.37
958,4934.81
959,6986.37
960,6226.06
961,7184.02
962,6424.30
963,6795.00
964,6177.92
965,5932.52
966,6555.87
967,5312.16
968,6283.49
969,7144.16
970,6327.30
971,5202.47
972,5537.91
973,5831.87
974,6145.90
975,6060.42
976,5051.17
977,5465.54
978,5970.41
979,5088.36
980,6562.71
981,5675.88
982,5284.82
983,5687.00
984,7975.28
985,5917.12
986,5690.17
987,6424.43
988,5903.48
989,4877.79
990,5614.80
991,5131.96
992,5018.92
993,5918.30
994,5091.79
995,6010.43
996,7051.03
997,7216.27
998,7054.46
999,6957.98
1000,7182.42
1001,7010.71
1002,6597.32
1003,6645.51
1004,4618.61
1005,6101.97
1006,5593.29
1007,3734.34
1008,6233.82
1009,5860.53
1010,5137.13
1011,7041.71
1012,5241.95
1013,5994.35
1014,5667.88
1015,7128.49
1016,4892.01
1017,5374.52
1018,6845.87
1019,5727.34
1020,5327.18
1021,6130.15
1022,6211.85
1023,6201.85
1024,7050.03
1025,8291.83
1026,5756.57
1027,7297.18
1028,5813.49
1029,6787.77
1030,5814.07
1031,7800.80
1032,5458.51
1033,6191.09
1034,5951.59
1035,4577.09
1036,5119.96
1037,5928.27
1038,6178.55
1039,5901.40
1040,6407.68
1041,6673.12
1042,6613.89
1043,4708.25
1044,5723.72
1045,6728.88
1046,6965.11
1047,6554.06
1048,6276.90
1049,7356.13
1050,6728.82
1051,5925.06
1052,5751.87
1053,5807.11
1054,5754.78
1055,4792.72
1056,5732.52
1057,5363.30
1058,5803.88
1059,6773.83
1060,4743.99
1061,6470.25
1062,6679.50
1063,6096.96
1064,7886.16
1065,4813.21
1066,5799.87
1067,6849.39
1068,5182.10
1069,5117.12
1070,7011.82
1071,5650.80
1072,6013.73
1073,8086.12
1074,5869.15
1075,6721.82
1076,6949.58
1077,7333.42
1078,4774.87
1079,6058.86
1080,5796.49
1081,6185.33
1082,6776.87
1083,7155.99
1084,6619.43
1085,5123.36
1086,6557.88
1087,4872.21
1088,5688.44
1089,6319.35
1090,6255.00
1091,6540.07
1092,5645.98
1093,5930.10
1094,6117.53
1095,6157.95
1096,6327.06
1097,5237.57
1098,5701.50
1099,5911.37
1100,6347.37
1101,6472.29
1102,5664.88
1103,5893.81
1104,5846.91
1105,5608.54
1106,6097.26
1107,6215.49
1108,5143.62
1109,5666.48
1110,7155.31
1111,5823.24
1112,7933.44
1113,5658.30
1114,6112.04
1115,6351.89
1116,5480.60
1117,5360.03
1118,6485.15
1119,5938.86
1120,6918.20
1121,7274.39
1122,5187.49
1123,5448.34
1124,4567.18
1125,7392.02
1126,5417.66
1127,6128.61
1128,5350.09
1129,7280.77
1130,6538.40
1131,5082.63
1132,7123.03
1133,6828.89
1134,6748.01
1135,6918.44
1136,6422.51
1137,6689.49
1138,7316.19
1139,5197.03
1140,6100.12
1141,6503.73
1142,5399.55
1143,5670.68
1144,6815.69
1145,5676.02
1146,6540.28
1147,5561.85
1148,4986.44
1149,6074.57
1150,5820.59
1151,5660.11
1152,6835.47
1153,6538.51
1154,6649.09
1155,7648.86
1156,6368.19
1157,6340.38
1158,7701.28
1159,5042.15
1160,5077.76
1161,6104.85
1162,6492.90
1163,5659.07
1164,5678.00
1165,6430.24
1166,6890.12
1167,5332.42
1168,6035.59
1169,4620.60
1170,4877.77
1171,4974.73
1172,5416.24
1173,5582.52
1174,7100.85
1175,4872.48
1176,6588.75
1177,7219.11
1178,5203.72
1179,6346.30
1180,7533.24
1181,6276.07
1182,6153.49
1183,6289.83
1184,5983.52
1185,5948.01
1186,6490.06
1187,7600.01
1188,6662.72
1189,6513.84
1190,5062.54
1191,5675.79
1192,5198.70
1193,6064.54
1194,5873.66
1195,6979.38
1196,6166.01
1197,4916.97
1198,6275.35
1199,7148.28
1200,5954.68
1201,6953.50
1202,6928.28
1203,5835.83
1204,6241.01
1205,5306.24
1206,5705.30
1207,6341.48
1208,5157.63
1209,5927.98
1210,5867.06
1211,5847.57
1212,5834.00
1213,5450.93
1214,6458.81
1215,5528.14
1216,7123.07
1217,4893.80
1218,6246.60
1219,5324.55
1220,6047.85
1221,5838.41
1222,7132.14
1223,7547.57
1224,6935.81
1225,6853.42
1226,7443.70
1227,7199.05
1228,3819.81
1229,6008.53
1230,5090.85
1231,4428.37
1232,5308.94
1233,4728.06
1234,4784.28
1235,6425.44
1236,6503.10
1237,6649.39
1238,6068.01
1239,5283.68
1240,6321.77
1241,5565.36
1242,5297.02
1243,6230.68
1244,5129.32
1245,5901.67
1246,6377.38
1247,5550.73
1248,6496.65
1249,4749.23
1250,5740.28
1251,5270.13
1252,7356.90
1253,5772.57
1254,6208.52
1255,7145.11
1256,6292.90
1257,5499.72
1258,5571.17
1259,6799.92
1260,5417.05
1261,5048.28
1262,5787.10
1263,6384.81
1264,7227.63
1265,5510.24
1266,5345.67
1267,6490.76
1268,5161.21
1269,6583.24
1270,4296.99
1271,6540.56
1272,6087.75
1273,6209.07
1274,5608.29
1275,6439.81
1276,8049.87
1277,6261.72
1278,5578.34
1279,6956.85
1280,5083.92
1281,6137.11
1282,5307.43
1283,6750.94
1284,6188.58
1285,6440.84
1286,5020.51
1287,5981.52
1288,5714.57
1289,5991.14
1290,5428.39
1291,5038.16
1292,6693.46
1293,5183.32
1294,5654.24
1295,6226.56
1296,6904.67
1297,6080.62
1298,5804.65
1299,5468.13
1300,7480.33
1301,6175.82
1302,5798.06
1303,5290.80
1304,4799.08
1305,6912.83
1306,3061.04
1307,5988.63
1308,4548.12
1309,6702.84
1310,6975.71
1311,5361.21
1312,6449.79
1313,6865.82
1314,5775.98
1315,7224.32
1316,6402.70
1317,5256.79
1318,6953.35
1319,6698.62
1320,5449.59
1321,6333.34
1322,6865.13
1323,6209.99
1324,6052.48
1325,5762.76
1326,6752.09
1327,4905.56
1328,5386.05
1329,5489.52
1330,5579.59
1331,6277.29
1332,5367.01
1333,5573.60
1334,5050.32
1335,5472.88
1336,4325.28
1337,7146.41
1338,4841.11
1339,5699.94
1340,6581.51
1341,6279.33
1342,6463.51
1343,7006.73
1344,5890.83
1345,7533.97
1346,6102.32
1347,5166.35
1348,6554.06
1349,6631.71
1350,6211.85
1351,6798.62
1352,6633.30
1353,4444.75
1354,5831.62
1355,7208.32
1356,5286.96
1357,5066.72
1358,5774.90
1359,5878.78
1360,6300.06
1361,7047.42
1362,6211.60
1363,6648.63
1364,6563.71
1365,5602.77
1366,7104.85
1367,4987.07
1368,7204.02
1369,6901.63
1370,6983.31
1371,5851.85
1372,5670.45
1373,5583.63
1374,5880.51
1375,6864.79
1376,6797.23
1377,6624.72
1378,5961.27
1379,5444.85
1380,6877.18
1381,5907.81
1382,6318.28
1383,6222.02
1384,4747.83
1385,6476.68
1386,6251.23
1387,4849.56
1388,7048.42
1389,5575.44
1390,5853.93
1391,7985.31
1392,6415.65
1393,7539.79
1394,7155.94
1395,5301.92
1396,6722.52
1397,6949.88
1398,5181.32
1399,5917.40
1400,3875.04
1401,5864.15
1402,7021.45
1403,5656.97
1404,5355.65
1405,7532.39
1406,5918.34
1407,6575.81
1408,7370.07
1409,4830.38
1410,5998.90
1411,6349.32
1412,5276.00
1413,6589.28
1414,6248.97
1415,6115.45
1416,6980.51
1417,5816.10
1418,4620.40
1419,5465.54
1420,4854.50
1421,7448.87
1422,6700.42
1423,5671.65
1424,6468.71
1425,5685.40
1426,6110.03
1427,3671.82
1428,6609.68
1429,7140.86
1430,6374.01
1431,5342.91
1432,5696.67
1433,5329.58
1434,6138.90
1435,6054.01
1436,6458.17
1437,6294.76
1438,6794.23
1439,5523.27
1440,5784.31
1441,5070.05
1442,6068.49
1443,4637.31
1444,5667.25
1445,6821.48
1446,6353.57
1447,6427.12
1448,5407.46
1449,6248.63
1450,7106.26
1451,5817.05
1452,6087.42
1453,5778.58
1454,6520.50
1455,5083.03
1456,5513.00
1457,7188.21
1458,5550.30
1459,4433.77
1460,6089.20
1461,5779.95
1462,6978.91
1463,6096.01
1464,6515.57
1465,5700.78
1466,6678.90
1467,6689.62
1468,5842.58
1469,5316.55
1470,6607.72
1471,7279.38
1472,6276.52
1473,4948.39
1474,6340.56
1475,6486.66
1476,6138.38
1477,7383.63
1478,7055.43
1479,5693.40
1480,5418.49
1481,6983.43
1482,5135.90
1483,5153.81
1484,5095.12
1485,6815.99
1486,5446.31
1487,5004.46
1488,6319.32
1489,5568.31
1490,6767.97
1491,5443.30
1492,5044.14
1493,6612.57
1494,5642.35
1495,6143.21
1496,7769.92
1497,4743.07
1498,4861.89
1499,6388.26
1500,4519.85
1501,6889.90
1502,5974.03
1503,5076.26
1504,5153.82
1505,4458.05
1506,6462.23
1507,6710.82
1508,6732.96
1509,6107.04
1510,7295.67
1511,6326.58
1512,6018.87
1513,7403.02
1514,4232.53
1515,5333.06
1516,4342.46
1517,5376.16
1518,6345.52
1519,6816.31
1520,6074.69
1521,7823.55
1522,6550.48
1523,7875.04
1524,6208.31
1525,7244.81
1526,6532.32
1527,5496.80
1528,4730.93
1529,5945.71
1530,5574.18
1531,6031.26
1532,6189.81
1533,4820.42
1534,7262.84
1535,6321.44
1536,5431.57
1537,4986.87
1538,5558.49
1539,6134.83
1540,6012.36
1541,6140.88
1542,6029.93
1543,4974.14
1544,4789.01
1545,6028.55
1546,5263.38
1547,7039.46
1548,6419.61
1549,4676.90
1550,5065.32
1551,4234.20
1552,7320.62
1553,7705.39
1554,6208.60
1555,5206.88
1556,6271.38
1557,4685.98
1558,5701.32
1559,5096.04
1560,6399.91
1561,5986.12
1562,6882.47
1563,5301.55
1564,5790.93
1565,6947.38
1566,5766.40
1567,7068.32
1568,5843.80
1569,6624.07
1570,6786.68
1571,5907.61
1572,5902.00
1573,6334.54
1574,6205.70
1575,6949.19
1576,5647.66
1577,6392.22
1578,6132.74
1579,4054.04
1580,6837.88
1581,6735.51
1582,5991.72
1583,5933.31
1584,5758.67
1585,5010.00
1586,7152.15
1587,5890.89
1588,7140.55
1589,5842.22
1590,6268.39
1591,7489.59
1592,4939.81
1593,5703.61
1594,6432.80
1595,6081.89
1596,6992.37
1597,6414.93
1598,4266.16
1599,6269.31
1600,5845.60
1601,6287.94
1602,7282.46
1603,5688.46
1604,6755.31
1605,6256.00
1606,5576.51
1607,5408.90
1608,6772.65
1609,6707.38
1610,5393.61
1611,4427.70
1612,6442.02
1613,6377.09
1614,5723.53
1615,6589.42
1616,6919.30
1617,7620.96
1618,6404.44
1619,6323.59
1620,5953.72
1621,5569.54
1622,6139.49
1623,5785.48
1624,5353.26
1625,6445.22
1626,6644.56
1627,5461.27
1628,5974.91
1629,5508.54
1630,5298.01
1631,5379.21
1632,5092.01
1633,6941.97
1634,5827.55
1635,5438.73
1636,6168.83
1637,6820.72
1638,7049.26
1639,6447.85
1640,5581.83
1641,4074.96
1642,6431.08
1643,5373.73
1644,5612.49
1645,6374.50
1646,5578.02
1647,6650.33
1648,7072.04
1649,5501.01
1650,6961.66
1651,5099.12
1652,7348.11
1653,5767.42
1654,6811.14
1655,5265.76
1656,6284.47
1657,6985.79
1658,5302.97
1659,5174.94
1660,4630.12
1661,4764.07
1662,5968.21
1663,6975.92
1664,5462.32
1665,5526.92
1666,6193.04
1667,6464.75
1668,5888.52
1669,6377.82
1670,5235.81
1671,5287.38
1672,5705.98
1673,6231.91
1674,5468.74
1675,6396.55
1676,5763.44
1677,6395.57
1678,4321.49
1679,5864.07
1680,5423.78
1681,7721.22
1682,6066.52
1683,5297.90
1684,6399.18
1685,5401.59
1686,6103.65
1687,6776.57
1688,5603.72
1689,6079.77
1690,7351.46
1691,5131.10
1692,6362.42
1693,6429.48
1694,6379.01
1695,5469.69
1696,5662.73
1697,5811.47
1698,5222.04
1699,5663.33
1700,6154.11
1701,7959.51
1702,6417.64
1703,5378.21
1704,6139.94
1705,7069.00
1706,5307.35
1707,7509.47
1708,7294.32
1709,6030.47
1710,6471.98
1711,7199.41
1712,5857.75
1713,7616.59
1714,6570.97
1715,5229.38
1716,5579.53
1717,5732.58
1718,6323.21
1719,4157.76
1720,5287.16
1721,6564.08
1722,4986.23
1723,6326.55
1724,5653.59
1725,5305.52
1726,6789.87
1727,5992.58
1728,7250.07
1729,5953.51
1730,5161.74
1731,6676.90
1732,5427.98
1733,7132.95
1734,6271.84
1735,6083.02
1736,6673.36
1737,6898.53
1738,4175.86
1739,3435.92
1740,5315.65
1741,5550.15
1742,7403.57
1743,4705.74
1744,6742.14
1745,5684.46
1746,5426.22
1747,7453.94
1748,6094.20
1749,6377.74
1750,5771.00
1751,7080.91
1752,4921.32
1753,7092.90
1754,5840.37
1755,6807.36
1756,5720.35
1757,5371.71
1758,5350.08
1759,6407.53
1760,5226.03
1761,6740.35
1762,6430.10
1763,6328.74
1764,6809.18
1765,5843.43
1766,5352.03
1767,4856.84
1768,5584.35
1769,6140.95
1770,5545.68
1771,6850.64
1772,5210.85
1773,5915.62
1774,6207.84
1775,5051.70
1776,5898.35
1777,5597.42
1778,5229.40
1779,4319.62
1780,4964.42
1781,7090.89
1782,5213.99
1783,6385.77
1784,6476.88
1785,6415.11
1786,6323.84
1787,5411.53
1788,7385.58
1789,5604.42
1790,6986.12
1791,6426.21
1792,6485.78
1793,5183.37
1794,5821.04
1795,6422.62
1796,4086.59
1797,7186.21
1798,3591.13
1799,6230.86
1800,5204.23
1801,7391.79
1802,4646.05
1803,6102.87
1804,5402.92
1805,4207.43
1806,6026.64
1807,5027.98
1808,6057.49
1809,6418.47
1810,7436.44
1811,5463.71
1812,5576.04
1813,4954.19
1814,6013.88
1815,5184.92
1816,4368.78
1817,6992.06
1818,5072.31
1819,5864.93
1820,4596.16
1821,5129.83
1822,4697.37
1823,5149.01
1824,6350.78
1825,6124.38
1826,5307.35
1827,5064.71
1828,7333.60
1829,5300.34
1830,5817.92
1831,6283.84
1832,6576.83
1833,6279.90
1834,6395.98
1835,6148.23
1836,6744.17
1837,3813.58
1838,5657.52
1839,6414.71
1840,5629.70
1841,5655.95
1842,6495.61
1843,6994.56
1844,5673.93
1845,6053.59
1846,5994.52
1847,4418.60
1848,6888.38
1849,5167.39
1850,6579.19
1851,6330.54
1852,5456.75
1853,5658.55
1854,7982.94
1855,6991.71
1856,6247.40
1857,6598.31
1858,6474.84
1859,5794.69
1860,6467.32
1861,6772.24
1862,5780.96
1863,6683.62
1864,5260.78
1865,5510.75
1866,5840.26
1867,5198.71
1868,5883.30
1869,6331.09
1870,6428.85
1871,6477.05
1872,5021.96
